probe	entrez	gene	pval.exp	odds.exp	pval.anthr	odds.exp.1	pval.expAnth	odds.expAnth	adjpval
212614_at	84159	ARID5B	4.38909741773408e-07	2.89223157408499	2.5353778920767e-07	3.24852096023771	2.13344879660404e-05	0.212487563252625	0.000420594191330511
208076_at	8360	HIST1H4D	1.43092870885653e-10	0.212588194078034	3.26795089877763e-08	3.97115413131702	3.47850946703643e-05	3.77342759980825	0.000654582058437026
208067_x_at	7404	UTY	4.47951675752734e-11	0.285724623243353	6.98352991324036e-07	3.11203424221696	3.55751118715775e-05	2.88317605484092	0.000654582058437026
205070_at	54556	ING3	3.75560197385383e-08	3.32564802793891	5.547664847394e-06	2.58987748916151	5.58579245552027e-05	0.281986661566258	0.000964379524402592
219746_at	8110	DPF3	8.67781523639088e-07	0.404810587779571	1.10873025505054e-06	3.08941984417607	5.59060593856575e-05	3.34726441185748	0.000964379524402592
208484_at	3024	HIST1H1A	2.13788705849538e-07	2.99682788080338	6.8835804631906e-06	2.56161313074595	6.34961328684902e-05	0.288822650251707	0.00103310118604504
204775_at	8208	CHAF1B	0.000183172249371477	0.70495664355466	3.08843255303337e-07	3.65303636046332	6.50295429482917e-05	4.1894201056885	0.00103310118604504
218457_s_at	1788	DNMT3A	9.57683932156783e-11	0.256936438119413	1.26059801153211e-07	3.82374733624683	6.55046041876384e-05	2.9171290028565	0.00103310118604504
204880_at	4255	MGMT	0.000349959571903535	1.14237022105537	2.544065936394e-05	2.25042071451895	7.54677481774602e-05	0.303162196924853	0.00115717213872106
212672_at	472	ATM	0.000102249995366011	1.53816930725937	1.05050704138909e-05	2.55232436188803	8.23277973627246e-05	0.332944043108524	0.00122243538374449
222093_s_at	83444	INO80B	5.90145821099952e-10	0.244483427860958	1.40658168246155e-06	3.13985106237548	8.41531604751644e-05	3.48416085268139	0.00122243538374449
213028_at	4798	NFRKB	0.000466976362634042	0.948965161712196	9.70614146532656e-05	1.85706187546062	9.12845214960933e-05	0.271298328259115	0.00129094802332803
201643_x_at	51780	KDM3B	7.90287441265747e-07	0.324409963785278	2.0600870178078e-05	2.30465201887771	9.35469582121762e-05	4.28852705581194	0.00129094802332803
208551_at	8369	HIST1H4G	7.95167238720751e-08	0.272702476200674	1.49033324237102e-07	3.89622408925683	9.71913882322761e-05	3.75553449618351	0.00130852795863942
217301_x_at	5928	RBBP4	5.04400166079222e-09	0.267193939834922	5.43454213408623e-07	3.52495370817289	0.000115548077510352	3.15173948365675	0.00151863187585034
208506_at	8968	HIST1H3F	6.51313476396354e-06	0.535196137027428	1.29465714193699e-06	3.28156407942212	0.000125466231385651	2.32544284864208	0.00161063627267161
201838_s_at	9913	SUPT7L	3.19653399127873e-05	2.03836004967768	7.42443936836423e-05	2.02566204342809	0.000129751621419372	0.271180478674072	0.00162779306871576
212726_at	5253	PHF2	0.000743407235018201	0.881571392438906	4.45232714166854e-05	2.30456984586871	0.000162545163923555	3.34904800520782	0.00199388734412894
205448_s_at	7786	MAP3K12	2.86859288545216e-08	0.213096185093551	1.3830800982273e-06	3.35583474650936	0.000175134979269687	4.11490084572001	0.00206488462097465
207168_s_at	9555	H2AFY	0.00022693665260054	0.642816460660299	2.31896302843593e-05	2.53850853935641	0.000178850641437744	3.47148464768815	0.00206488462097465
219960_s_at	51377	UCHL5	1.77976764672572e-05	0.472565266473051	5.8093672303805e-06	2.91876208841234	0.000179555184432578	3.09826107427548	0.00206488462097465
217075_x_at	9757	KMT2B /// KMT2B	6.4789591041281e-05	0.482426140143359	1.27206715750949e-05	2.70229297280714	0.000192839559914781	4.22029028831147	0.00217239667495835
221820_s_at	84148	KAT8	9.20220747838707e-05	0.505887709632324	1.05654768189911e-06	3.50143994209406	0.000211422519775906	3.59897389618505	0.00232549599245795
213660_s_at	8940	TOP3B	0.00047704339449417	0.724487603872745	2.75010889145832e-05	2.51460560615561	0.000214855607998832	2.86480839203977	0.00232549599245795
213344_s_at	3014	H2AFX	2.15774251195455e-05	0.500788739879604	8.7051405603944e-06	2.89973126912678	0.000258091394963689	2.63574962328502	0.0027397394234607
208740_at	10284	SAP18	5.48868146821313e-07	0.350584635837541	1.77020543029593e-05	2.69819501970014	0.000278864000194945	2.86001242883107	0.0029043948699549
217250_s_at	26038	CHD5	9.0729694235403e-07	0.490338252510758	2.75042372066547e-05	2.58680632520135	0.000297209697903256	2.04569914235128	0.00303814357856662
209984_at	23081	KDM4C	1.66448085834325e-05	2.60255170947677	2.74745543126231e-05	2.64968282520518	0.000377728690962198	0.301977024042156	0.00379102249838424
212722_s_at	23210	JMJD6	6.83385148469995e-08	2.77560472295593	1.97847110445792e-05	2.75956133454144	0.00038739224931128	0.420249214927683	0.00381858074321119
208741_at	10284	SAP18	2.24784859836902e-07	0.261997370492278	2.30123681588257e-06	3.44198327892848	0.000406896349012809	3.31959554056543	0.00394046990622931
214509_at	8354	HIST1H3I	4.73315906330818e-05	0.476521345771654	6.39934772128647e-06	3.1423755788539	0.000434659268668369	2.79808556600036	0.00407104174539435
218621_at	51409	HEMK1	7.48801421346368e-06	0.352222370555604	1.55105052601634e-06	3.5864129098104	0.00043512946191715	3.44420733268257	0.00407104174539435
214502_at	8970	HIST1H2BJ	0.00198947797752014	0.909322826783546	1.45667541615602e-05	2.92982962396912	0.000458741350050196	2.50204509338776	0.0042204204204618
203155_at	9869	SETDB1	3.81044695851873e-06	0.351717581456385	6.44637619628963e-06	3.20303348304479	0.000532586646973976	2.97324332093953	0.00481947260868254
219084_at	64324	NSD1	7.84684487076248e-06	0.440727560370502	5.07059315824065e-06	3.30450494721094	0.000580470529803478	2.52544182200104	0.00516806020083097
201901_s_at	7528	YY1	6.83332346851362e-06	0.437514588908758	4.77988971151477e-05	2.61478507834915	0.000591651800900372	2.54075101726186	0.0051839967316985
210347_s_at	53335	BCL11A	0.00114215924021399	1.66937748248619	0.00130218109499536	1.55283468953917	0.000664683736192218	0.264391992829424	0.00573289722465788
209463_s_at	6883	TAF12	3.50079101618661e-05	0.401743554436634	2.73995848246722e-05	2.86493816705308	0.000793053403616129	3.05308477539629	0.00673485351994005
214396_s_at	8932	MBD2	9.16423397945287e-07	0.368694516577163	2.55325394861172e-05	2.89925980554037	0.000815996984864897	2.47354199041891	0.00682470205523368
201836_s_at	9913	SUPT7L	0.000265810557088297	1.76863968293091	0.000298058025298698	2.15867532563162	0.000894147201672135	0.420100253062091	0.00736670530332864
200607_s_at	5885	RAD21	1.27214951484156e-06	0.34939388274814	1.96153702427537e-05	3.02374726835137	0.000958149059030799	2.59977387365899	0.00772781962948166
209189_at	2353	FOS	1.42480289044844e-06	3.06543713452115	1.62682839697226e-05	3.08218207121025	0.000965977453685207	0.335954832567282	0.00772781962948166
207647_at	9085	CDY1	0.000487328966838341	1.66971389361594	0.000170738060308095	2.40286856723674	0.00112943579103908	0.322933486724029	0.00889503898758013
213911_s_at	3015	H2AFZ	0.00456853954823755	0.891116477842356	0.000483200752609658	2.11070123388333	0.00114410827557643	2.50772615316252	0.00889503898758013
206014_at	51412	ACTL6B	0.00136671312926639	0.617775182192237	6.92475397079395e-06	3.42741952976581	0.00124987575868662	2.75910231723032	0.00958238081659742
202473_x_at	3054	HCFC1	4.90968536998038e-05	0.419051818518324	4.5907828726155e-05	2.84701488910866	0.00128559423196783	2.79521579779372	0.00966851376463528
203875_at	6594	SMARCA1	1.72163287770477e-06	3.05895436594616	2.36745615903589e-05	3.04641799187365	0.0012961413380127	0.343668425319162	0.00966851376463528
213146_at	23135	KDM6B	0.0057329201115055	0.886218719286512	0.000508603153137721	2.15288423400028	0.00143108102004297	2.95527888120816	0.0105327563075163
212689_s_at	55818	KDM3A	4.9365602605711e-08	4.27299760489748	4.22353039125634e-05	2.91565636648814	0.00147921018452035	0.35034844734457	0.0107437371296741
202817_s_at	6760	SS18	0.0066561194561614	1.01819285278395	0.000198706231425927	2.44364643975609	0.00154841436647002	2.79815922145062	0.0111003211726162
214501_s_at	9555	H2AFY	0.00040655077761198	0.500959439841034	0.000150306973857539	2.56018980301104	0.00170750492388438	3.09605793406464	0.0120838809997971
208988_at	22992	KDM2A	2.25727675702281e-05	2.48343937159418	0.000104146009676565	2.68465871909449	0.00179862128613795	0.391635444622279	0.0125675816449133
207728_at	55729	ATF7IP	0.00254521958119147	0.648725877680475	0.000117035191823267	2.66034265265603	0.00183814590560227	2.78045635527058	0.0126832067486557
209584_x_at	27350	APOBEC3C	0.00167162524666387	1.70085738359866	0.000301309744108802	2.36823608705872	0.0018736245342057	0.320661305494365	0.0127684042331055
201548_s_at	10765	KDM5B	3.34746203387581e-05	0.401288970364878	7.45213398954947e-05	2.81249146436574	0.00194268853265578	2.74635746394059	0.013074805353937
204633_s_at	9252	RPS6KA5	0.00118022495012049	1.76096452717511	7.94202666560828e-05	2.79676394262954	0.0019659580514072	0.363758421746665	0.013074805353937
210858_x_at	472	ATM	0.0079016462283481	1.14540019304115	0.000336647701779103	2.41644126938982	0.00216078842646028	0.413697758587647	0.0141994668024533
206893_at	6299	SALL1	0.000116212989451525	0.414963259829191	3.14794449285394e-06	3.84096553716709	0.00221499062307906	2.68452532203459	0.0143844096934075
205345_at	580	BARD1	0.00963680817660728	1.00685743003683	0.000489878212088124	2.31959584752959	0.00231198942319	2.6176912448121	0.0148397460651265
219497_s_at	53335	BCL11A	0.00105947870654055	1.99097411045744	0.00136618758684004	1.97916915479167	0.00256503293702148	0.338338258975494	0.0162746917383432
212496_s_at	23030	KDM4B	0.000202786660206455	0.392683302978411	1.08748957379223e-05	3.51239014843629	0.00275177355935952	2.83987799295608	0.0172611250541643
203057_s_at	7799	PRDM2	4.88489845351658e-07	0.280084725141218	0.000122512245631534	2.76134653211452	0.00282990291791951	2.48191056767475	0.0175517574235008
211790_s_at	8085	KMT2D	4.20965626357628e-07	0.243988270591671	8.46557960872962e-05	2.88772580532855	0.00293567452688848	2.84184936906733	0.0180054704315827
AFFX-HSAC07/X00351_3_at	60	ACTB	0.0110097108834545	1.20848552605149	0.00352428996201659	1.73535638485025	0.00314783234132632	3.00876191246687	0.0190945434331003
214754_at	200424	TET3	5.91486793877216e-07	0.246515995472759	5.21522800424057e-05	3.08339525154164	0.00344297033216501	2.70098623431367	0.0206578219929901
210249_s_at	8648	NCOA1	0.00686288616398067	1.42115242423833	0.000264012032997085	2.60683263213283	0.00371972036288126	0.382882945088567	0.022078340218392
216955_at	6872	TAF1	0.000288590671522426	0.502970188953125	0.000107174281730904	2.89227882348322	0.00378298922586007	2.27440526454482	0.0222150005603698
212916_at	23133	PHF8	4.43316132303639e-05	0.41140960543682	7.23716763291193e-05	3.0086398384944	0.00383255552349793	2.24303337643126	0.022269164726009
204667_at	3169	FOXA1	0.00142784418738962	0.363435185352162	0.00936167214136829	1.4466989950084	0.00432431872430494	3.28200103358742	0.0246276234718784
214258_x_at	10524	KAT5	0.0111978001416421	0.76831645269362	0.000356220760230341	2.63540977270321	0.00432768021154384	0.407227995266539	0.0246276234718784
202708_s_at	8349	HIST2H2BE	0.000462954091202006	0.507633521101927	4.78648341964982e-05	3.18026781285932	0.00437785837012583	2.34171385004346	0.0246589573500965
203873_at	6594	SMARCA1	0.00123163016658534	1.78216444782374	0.000540706716399608	2.44947593805821	0.00470861690171265	0.415042757840821	0.0262541063610645
209054_s_at	7468	WHSC1	0.0187410610439935	0.963744411144921	0.000129427390917702	2.96755498163685	0.00484584975386337	2.46804612461166	0.0267490906413258
205447_s_at	7786	MAP3K12	0.000164058413065882	0.368112669533025	3.11756991030476e-05	3.35063461904432	0.00496235254449573	2.84211400829662	0.0271209762827885
211783_s_at	9112	MTA1	0.00355268465865666	0.63585536753938	0.000646432014436038	2.42204602257811	0.0051612163003727	2.15655691791027	0.0279312882137817
207956_x_at	23047	PDS5B	4.37109569524363e-05	0.397805148829564	0.000215424903948325	2.76244834091352	0.00521663134579409	2.25267544373789	0.0279570922609547
209052_s_at	7468	WHSC1	0.00125463647015001	0.55302647491588	3.70692144187057e-05	3.31093750713967	0.00530310080202101	2.23504792489811	0.0281472273338038
200608_s_at	5885	RAD21	0.00371398664283196	0.629389496200216	0.000227750648562952	2.77104372292193	0.0056816109119775	2.12690675593067	0.0298690402229674
201459_at	10856	RUVBL2	0.000112360743557027	0.42538750175137	0.000126282402712619	2.95597125603419	0.00582259182702516	2.19755082840119	0.0303214215897914
209398_at	3006	HIST1H1C	0.00464617068277384	0.644465000780556	6.26002097985356e-05	3.18890567868501	0.00607602410494845	2.10458953339567	0.0313454701488929
202040_s_at	5927	KDM5A	0.0156182664090438	0.741137296646235	0.00211259398638552	2.15339686417554	0.00618263603058833	0.397068482887924	0.0316001397118959
201073_s_at	6599	SMARCC1	0.000142188285824796	0.405261981844951	0.000168579081790909	2.90041805380872	0.00650126218634839	2.34454314103473	0.0329238231822414
209911_x_at	3017	HIST1H2BD	0.000815301018071479	0.508033092810084	0.000248224695163057	2.82814516033109	0.00774868770518899	2.20590751807657	0.0388843237569484
212984_at	1386	ATF2	0.0281639607352832	0.905557225980485	0.000717964841999041	2.51623264434168	0.00817609170892808	2.11294146208859	0.0406594830930477
215337_at	9862	MED24	0.011446442431195	0.706907878534504	0.000484310418379486	2.64735591706921	0.00849237973418604	2.02148163968347	0.0418553001184883
208989_s_at	22992	KDM2A	0.0313181083265147	1.13776831167386	0.00365406405184587	2.03272117441029	0.00917353409930599	0.362744896642027	0.0446462677133741
212138_at	23244	PDS5A	0.00120869231046872	0.528282740568639	0.000246612134210733	2.87673270494781	0.009220424853849	1.98719288880685	0.0446462677133741
207611_at	8340	HIST1H2BL	0.0142755783155246	1.4815063435826	0.0011401774364026	2.41728987013089	0.00959404957535015	0.416197199151556	0.0460514379616807
205659_at	9734	HDAC9	0.000114528687057414	2.83777200350753	0.00585738748823794	1.89927077577859	0.009838109846254	0.40317970869392	0.0468158330614846
203975_s_at	10036	CHAF1A	5.44261577511973e-05	0.342433885589191	0.000196172763621161	2.97647525705631	0.0101467426085282	2.35300422600388	0.0478718112812613
214481_at	8336	HIST1H2AM	1.33002466424781e-05	0.336721956584616	1.07070904481477e-05	3.92071750135566	0.010900239627142	2.14710215627714	0.0506554480984984
212525_s_at	3014	H2AFX	0.00105539803204402	0.485286090634186	0.00047789844542645	2.72128740511332	0.0109202868183357	2.1681910960747	0.0506554480984984
206013_s_at	51412	ACTL6B	0.0346891352050074	1.17317098557182	0.00353348315391611	2.08216017965371	0.0118192724059397	1.97497784600459	0.0543686530673226
202666_s_at	86	ACTL6A	0.033785505869824	0.834805696434186	0.000349779033756548	2.84534975214449	0.0120755165314499	2.07311823695857	0.0550632785832299
202247_s_at	9112	MTA1	0.0228345438517122	0.745702584394106	0.000964404862956569	2.53606625827882	0.012169782585424	2.08536165116457	0.0550632785832299
202474_s_at	3054	HCFC1	0.00118743853241998	0.495088727867742	0.000236662820253697	2.97310647228795	0.0125763309186945	2.03507963342789	0.0564401192448729
217057_s_at	2778	GNAS	0.0452750561034719	0.958850749938179	0.021262950126963	1.52809129587121	0.0129908109171998	0.362239257761401	0.0578300615023733
212723_at	23210	JMJD6	4.00253763424008e-05	2.23758003179573	0.000288553313323114	2.93149822993298	0.013454301171447	0.56517234033797	0.0588244640671226
208180_s_at	8365	HIST1H4H	0.0021661533530879	0.52203310382398	5.07484144551817e-05	3.47683972721367	0.0135252376183927	2.10447858414437	0.0588244640671226
201837_s_at	9913	SUPT7L	0.00483102358356391	1.96573412518051	0.00254749682742228	2.25888253976038	0.0135338893777619	0.41525832555943	0.0588244640671226
210053_at	6877	TAF5	0.0128200774949636	1.65820189361079	0.00161654063556882	2.40664503712502	0.0138088304823457	0.430698927711074	0.0595257260875685
220619_at	55636	CHD7	0.000457418127803644	1.88799858822776	0.00317334318989104	2.20065008146392	0.0139839051301078	0.539360839190868	0.0595257260875685
202414_at	2073	ERCC5	0.00311968198022161	1.93083019622554	0.000559161580484413	2.73851373761366	0.0140187398394636	0.451051296567067	0.0595257260875685
212140_at	23244	PDS5A	0.0502226541216491	1.02861793287347	0.00286286962799898	2.27031409349679	0.0145359154739577	2.061534643799	0.0612505751269057
213211_s_at	10629	TAF6L	0.0151596677417816	0.616733745705693	0.000776352232409572	2.6553951006139	0.0149025024720117	2.54681602945706	0.0618845285815133
216845_x_at	8085	KMT2D	0.0337383702514977	1.27470359975722	0.00139672003835178	2.47760542760176	0.0150125621642649	0.482864459381413	0.0618845285815133
207860_at	9437	NCR1	0.0500939335514053	1.08727153170309	0.00374465165413018	2.19123542672412	0.0150226935324688	0.390603574833104	0.0618845285815133
214139_at	51742	ARID4B	0.0367844853108104	1.25020496048828	0.0010736469438688	2.56557982279949	0.0152722610563993	0.467295568398889	0.0624465785417216
219841_at	57379	AICDA	0.052882989926381	1.05158714393584	0.00637843427021045	2.0284419577441	0.0155366615912031	0.416510876946243	0.062818772355052
211540_s_at	5925	RB1	0.0528959388853217	0.939202989562349	0.00669622522144786	2.01551918248881	0.0156443156482327	0.415195755021967	0.062818772355052
216023_at	23030	KDM4B	0.000741728352582793	0.429684643380628	0.000240258484442979	3.03331304480964	0.015704693088763	2.1840065843583	0.062818772355052
206846_s_at	10013	HDAC6	0.0125581452244855	0.651250862022564	0.000351412806192886	2.92149727372065	0.016067025564215	1.96534836366027	0.0637191211841461
203792_x_at	7703	PCGF2	4.21000801358318e-05	0.428332989853565	0.00187528830845241	2.37997058875823	0.0161606466771385	1.8093961818868	0.0637191211841461
212615_at	80205	CHD9	0.0199500428859716	1.56882680282119	0.00130129274622348	2.5854126339787	0.0169711172883225	2.25650462426527	0.0664401187457732
214496_x_at	23522	KAT6B	3.29497229910602e-05	0.240484217133278	0.000103873510774233	3.24670854425561	0.0174180235932417	2.40408841834042	0.0677095001652776
210649_s_at	8289	ARID1A	0.000749724562298604	0.439408438119674	0.00102468581649628	2.62102698553888	0.0180064774154212	2.07675253572028	0.0695075212119755
214548_x_at	2778	GNAS	0.0385097603215332	0.730533871316836	0.00255914228796961	2.34654047311493	0.0185564528768013	2.39151857974209	0.0708148196031073
203297_s_at	3720	JARID2	0.0322667637334755	1.3900081953603	0.00112506241799071	2.59794963303814	0.018639902962885	0.475500732792647	0.0708148196031073
220155_s_at	65980	BRD9	0.0493430060719957	1.22565496482295	0.00484395436113294	2.14766272330487	0.0187300066341552	0.473176104192562	0.0708148196031073
215065_at	23133	PHF8	0.0473163763991635	0.796661439694728	0.00731906362262635	2.03737985018406	0.0196017497992296	0.49492793259864	0.0736065706746581
202116_at	5977	DPF2	1.8938952275338e-06	0.273610455213338	0.00142166330520244	2.48131887651876	0.0197404479715572	2.17695055757697	0.0736265356776998
213826_s_at	3020	H3F3A	0.0139877301747702	1.59327395922501	0.00135328900215681	2.56408596342004	0.0200036424473874	0.462099256770258	0.0741074538990459
215521_at	80012	PHC3	0.000825692938342559	0.430151621466005	0.000263317994101397	3.07527948660936	0.0204364630345846	2.18553731300856	0.0752061839672713
208546_x_at	8345	HIST1H2BH	0.00599537996743926	0.548393703810951	0.000418703666632103	2.93553593531167	0.0206637675094897	2.05847930687879	0.0755390706307173
201209_at	3065	HDAC1	1.97191450729273e-05	0.403604494565746	0.000460790558624247	2.91182033867872	0.020970890840866	1.8112215734235	0.0761574456852502
208496_x_at	8355	HIST1H3G	0.00204186102035342	0.521704916567142	0.000246479727218252	3.11098331426389	0.0215694528587752	1.86419229101363	0.0778192024708752
201354_s_at	11176	BAZ2A	0.000343983777325918	0.371016740522114	0.00249251888471613	2.39999870442106	0.0220471982964764	2.13774279749347	0.0790263211665907
213579_s_at	2033	EP300	0.035720958958515	1.40983092289444	0.000747257491913622	2.77338399952514	0.0222378941894203	0.459073541152775	0.0791955973713549
209705_at	22823	MTF2	4.8058042910859e-05	0.29723250552954	0.000228516755309549	3.15761129130237	0.0236735044639902	2.23960898143564	0.0837677850264269
213494_s_at	7528	YY1	0.00027323982165417	0.418269843525954	0.000412257161952589	2.98390042550584	0.0244843304420387	1.92598805755023	0.0860850344204163
211310_at	2145	EZH1	0.0739432737688657	0.865760711811125	0.0114400305942709	1.97575997012256	0.0258328303822208	0.46294946157637	0.0902514074113031
213251_at	8467	SMARCA5	0.0145470469288432	1.66014658445224	0.000541117352415244	2.91575590387914	0.0259992188769794	0.509628226745853	0.0902614391200794
205086_s_at	29781	NCAPH2	0.0614562099663718	0.775650591515503	0.000202116420640608	3.2305717332897	0.0264084890223379	2.19087004530873	0.0911092871270658
211858_x_at	2778	GNAS	0.0422320041520325	0.693290245984663	0.00348027094301562	2.35152729295625	0.0269834466272834	2.23703480306975	0.0922377216770458
204632_at	8986	RPS6KA4	0.00310283227110342	0.476014761436155	0.00129314803248937	2.65983378529052	0.0270697661443504	2.05408258421762	0.0922377216770458
215623_x_at	10051	SMC4	0.0743493322774604	1.17909081414635	0.00120008839677377	2.72293824917759	0.0275436446136254	1.97632488156705	0.0932766369737498
222067_x_at	3017	HIST1H2BD	0.000272484181858323	0.404356136331981	0.00043365223262104	3.00778712663349	0.0278321458143311	1.97341639452689	0.09367892981409
218445_at	55506	H2AFY2	0.00882532539526881	0.557234711045811	0.00059719509885714	2.90566016563308	0.0282337089972811	1.95310170729641	0.0944545900999949
211804_s_at	1017	CDK2	0.00921344678896874	0.568074348328216	0.000630016595919103	2.9052406290077	0.0299887508944381	1.86816796955751	0.0997216294803002
41387_r_at	23135	KDM6B	0.0230303542917	0.616658286686718	0.00125596649415205	2.69989869051553	0.0303588872014084	2.00616940408449	0.100347938533997
201320_at	6601	SMARCC2	0.00109227194671258	0.413339603351084	0.00118960613086261	2.7213513385876	0.0313724313460584	2.01484471654931	0.103080845851335
203444_s_at	9219	MTA2	0.0818981618122869	0.812302278869769	0.00394132984228768	2.40196982613063	0.0322539225709234	0.468834406729339	0.105350090290827
214994_at	200316	APOBEC3F	0.00673764274856814	1.87364816861748	0.00266303040278615	2.48324835077732	0.0324561572538382	0.529955569159774	0.105387051788933
219498_s_at	53335	BCL11A	0.0393117446409191	1.53587476362485	0.0115572973489519	2.02339943068753	0.0329008563787641	0.480494942655738	0.106206273222677
201353_s_at	11176	BAZ2A	0.00161476015826645	0.408436649505427	0.000925522902225917	2.82068033693068	0.0331827380130969	2.16453755391858	0.106426456864653
222053_at	10629	TAF6L	0.00423037957145733	0.519540276186235	0.00057524084928795	2.96497871878153	0.0334437511758291	1.81286747945607	0.106426456864653
207982_at	3010	HIST1H1T	0.000140276952444229	0.340689613714478	8.87356455280264e-05	3.55216991268211	0.0335474700986406	1.93501094114473	0.106426456864653
211989_at	6605	SMARCE1	0.0990960458604042	0.936243276446292	0.000409037193518591	3.07578804901537	0.0337697593699949	1.57220003179753	0.106519469555641
204635_at	9252	RPS6KA5	0.0471987894240337	1.46255939535701	0.00170462353251188	2.64176593831116	0.0350037129110602	0.478002784719021	0.109784372311962
201827_at	6603	SMARCD2	0.0394089633136683	1.35243018651803	0.00345479267588278	2.42441397625133	0.0352717584417729	0.608507930420216	0.109820896744618
44822_s_at	54531	MIER2	0.026951319644037	0.645058782889803	0.00119170818930459	2.75701262834294	0.0354132601821412	1.86348421220783	0.109820896744618
206543_at	6595	SMARCA2	0.0907884090575874	0.791460410432043	0.000101864132633578	3.5240713727447	0.0357378052181523	2.39504427487515	0.110208203801229
209192_x_at	10524	KAT5	0.103891762869562	0.891618198202373	0.00499895488882474	2.35882622169909	0.0359975575281594	0.47638599254469	0.110392509753022
